"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"287807",2002,6,3,1,9,4,2,0,9,1,1,1,1
"698910",2005,10,1,1,2,1,2,1,2,4,0,0,1
"950752",2008,5,1,0,9,4,3,0,1,1,0,0,366
"1100089",2009,8,1,0,1,0,3,0,2,1,0,0,32
"980168",2008,7,1,0,0,9,2,0,2,9,0,0,56
"209445",2001,10,1,0,2,1,2,9,2,2,0,0,12
"868688",2007,6,3,0,9,9,1,0,1,2,1,1,2
"84569",2000,9,1,9,9,9,3,0,2,9,0,9,1264
"193601",2001,8,3,0,9,3,3,0,2,1,1,0,1
"189673",2001,8,1,0,9,9,1,1,2,9,0,9,195
"1076218",2009,6,1,1,2,9,3,0,1,9,1,0,8
"453279",2003,10,1,0,1,3,2,0,2,9,0,0,23
"210973",2001,10,1,0,9,9,9,1,2,9,0,0,261
"495477",2004,4,5,0,9,9,9,0,9,1,1,0,38
"1059544",2009,5,1,1,9,9,9,9,1,1,9,9,1
"252255",2002,4,5,0,9,9,9,0,9,1,0,0,228
"586839",2004,11,1,0,9,9,2,0,2,1,0,9,81
"833253.1",2007,4,1,0,9,9,2,1,2,9,0,0,88
"463736",2003,11,1,0,9,9,2,0,2,1,1,1,61
"945300",2008,4,6,0,9,4,2,0,1,2,0,0,13
"625999.1",2005,5,1,0,9,9,9,0,9,1,0,0,432
"453641",2003,10,1,0,2,0,3,1,2,2,0,9,1
"519540",2004,6,1,0,2,0,9,1,2,2,0,0,6
"200921",2001,9,1,0,9,9,3,0,2,9,1,0,445
"672438",2005,7,9,9,9,9,3,9,2,9,9,9,37
"2086",2000,2,3,0,9,9,9,0,1,9,0,0,22
"999278",2008,8,2,0,9,9,3,0,2,9,9,9,65
"394520",2003,6,1,0,0,0,3,1,2,9,1,0,3
"983338.1",2008,7,1,0,9,9,2,0,2,9,0,0,2049
"200872",2001,9,1,0,9,9,2,1,2,9,0,9,757
"134875.5",2001,4,9,9,9,9,9,9,9,9,9,9,7176
"940998",2008,4,1,9,1,9,2,9,9,9,9,9,2
"410998",2003,6,5,0,1,0,2,0,2,1,1,1,1
"858421",2007,6,1,0,1,9,3,0,1,9,0,0,241
"714043",2005,12,1,1,1,3,4,0,2,1,1,0,1
"538677",2004,7,1,0,0,9,9,1,2,1,0,9,1
"537781",2004,6,9,9,9,9,9,0,9,9,0,9,1
"322060",2002,9,1,0,2,2,2,0,2,3,0,0,15
"191385",2001,8,1,1,9,1,2,1,2,3,1,0,1
"586216",2004,11,1,0,9,0,9,9,2,9,0,0,5
"928895",2007,13,1,0,9,9,9,0,2,9,0,0,55
"644109",2005,6,1,0,9,9,2,0,3,3,0,0,39
"192570",2001,8,2,0,9,0,2,9,2,9,0,9,4
"105664",2000,11,9,1,1,2,2,0,2,9,0,0,10
"549660",2004,7,5,0,9,9,3,0,2,2,1,1,5
"57807",2000,7,1,0,1,2,4,1,2,1,0,0,14
"994126",2008,8,1,0,1,9,2,0,2,3,0,0,18
"275033",2002,6,1,0,1,3,2,1,2,1,1,0,8
"355649",2002,13,2,9,9,9,2,0,2,9,0,9,6
"807632",2006,10,3,0,9,4,9,0,2,1,0,0,45
"396690",2003,6,1,0,1,2,2,0,2,4,0,0,19
"554607",2004,8,1,0,2,2,2,0,2,9,0,0,43
"432115",2003,8,1,0,2,1,2,9,2,3,0,9,4
"649440",2005,6,2,0,9,3,9,0,3,1,0,0,2
"698142",2005,10,1,1,0,1,9,9,2,1,1,0,4
"1007194",2008,9,1,0,9,9,2,0,2,3,0,0,133
"21774",2000,5,1,0,1,2,2,0,1,3,0,0,69
"174324",2001,7,1,0,1,1,2,0,2,2,1,0,42
"652796",2005,6,4,0,9,4,9,0,9,9,0,0,1
"924243",2007,12,1,0,9,4,3,0,2,9,1,1,4
"401516.1",2003,6,1,0,9,9,2,0,1,9,0,0,2023
"996075",2008,8,1,0,9,9,3,0,2,9,1,1,157
"845393.1",2007,5,1,0,9,9,2,0,1,9,0,0,877
"775401",2006,7,1,1,2,9,1,9,2,2,0,9,1
"694596",2005,9,9,0,9,9,9,0,2,1,1,0,3
"753078",2006,6,1,0,1,2,3,0,1,4,0,0,12
"159870",2001,6,1,0,9,9,9,9,9,9,1,9,529
"546743",2004,7,3,0,9,1,3,0,2,2,0,0,3
"1090681",2009,7,1,1,1,0,1,0,2,3,1,0,2
"936037",2008,3,9,9,9,9,2,9,9,9,0,0,7
"684730.1",2005,9,1,0,0,1,2,0,2,1,0,0,93
"605873",2005,3,1,9,9,9,9,9,9,1,9,9,49
"252259",2002,4,5,0,9,9,9,0,9,2,0,0,127
"995026",2008,8,1,0,2,4,2,0,2,2,0,0,40
"121973",2001,3,9,9,9,9,9,9,9,9,1,9,67
"72628",2000,8,1,1,1,1,1,9,2,9,0,0,2
"983341.1",2008,7,1,0,9,9,2,0,2,9,1,0,570
"2973",2000,3,1,0,0,4,3,0,1,2,1,0,3
"757485",2006,6,1,0,9,9,2,9,9,9,0,0,344
"382581",2003,5,1,0,9,9,2,9,1,9,0,0,48
"690508",2005,9,2,0,9,9,1,0,2,9,0,0,85
"1107064",2009,8,3,0,1,1,3,0,2,1,0,0,19
"210888",2001,10,1,0,9,9,3,1,2,9,1,9,240
"890412",2007,8,1,0,9,4,4,0,2,1,1,0,19
"159865",2001,6,1,0,9,9,9,9,9,9,0,0,43
"261084",2002,5,1,1,0,9,3,1,2,9,0,0,6
"899264",2007,9,1,0,1,1,2,1,2,4,1,0,4
"939088.2",2008,4,1,0,9,9,2,0,1,9,0,0,889
"909435",2007,10,1,0,2,1,2,0,2,9,1,1,10
"762215",2006,6,2,0,9,3,9,0,1,2,1,0,2
"1115077",2009,9,1,0,9,9,3,0,2,9,9,9,199
"1102700",2009,8,1,0,9,3,4,1,2,1,1,1,2
"300741",2002,7,1,1,9,4,9,0,2,1,0,0,23
"910595",2007,10,1,0,9,9,9,0,2,3,0,0,53
"73831",2000,8,1,1,9,9,2,0,2,9,0,9,180
"420263",2003,7,1,0,9,9,2,0,2,3,1,0,48
"774474",2006,7,1,1,1,2,3,0,2,9,1,0,14
"153413",2001,6,1,0,0,4,3,1,2,4,0,0,9
"481577",2004,3,1,0,9,9,9,1,2,1,1,0,2
"599083",2004,13,1,0,9,9,3,0,2,9,0,0,123
"207372",2001,9,9,0,9,9,2,0,2,9,0,9,327
"879573",2007,7,1,1,2,1,9,0,2,2,0,0,5
"401599",2003,6,1,0,9,9,2,0,9,9,1,1,28
"1106846",2009,8,3,0,0,2,3,0,2,1,0,0,60
"750381",2006,5,9,0,9,9,2,0,1,9,0,0,366
"813290",2006,11,1,1,2,1,4,0,2,1,1,0,3
"367625",2003,4,1,0,9,4,9,0,1,1,0,0,190
"539932",2004,7,1,0,2,0,2,1,2,9,0,0,21
"211393",2001,10,1,1,1,0,2,1,2,2,0,0,6
"368184",2003,4,1,0,9,9,9,0,1,2,0,0,52
"673640",2005,8,1,0,1,1,3,1,2,4,1,0,3
"515560.3",2004,5,9,9,9,9,9,9,9,9,9,9,6871
"945949.1",2008,4,9,0,9,9,2,9,9,9,0,0,513
"574397",2004,9,9,0,1,2,3,0,2,9,0,0,10
"197769",2001,9,1,0,0,1,2,0,2,3,0,0,50
"678477",2005,8,1,1,9,9,1,0,2,3,0,0,5
"330417",2002,9,9,9,9,9,9,9,2,9,1,9,50
"1095400",2009,7,3,1,9,9,2,0,2,1,0,0,12
"1029423",2008,12,1,0,2,4,2,9,2,9,9,0,1
"967379.1",2008,6,1,0,9,9,3,1,2,9,0,0,348
"553466",2004,8,1,0,1,1,9,0,2,2,1,0,7
"94165.1",2000,10,1,9,9,9,2,0,2,9,0,9,2006
"833358",2007,4,1,0,9,9,3,0,9,9,9,9,269
"244395",2002,4,1,0,9,0,3,0,9,1,0,0,20
"252684",2002,4,5,1,9,9,3,0,1,1,0,9,2
"259324",2002,5,1,0,9,2,3,0,1,1,1,0,14
"245184.3",2002,4,1,0,9,9,2,0,1,9,0,0,2677
"620139",2005,4,9,9,9,9,3,9,9,9,9,9,97
"640450",2005,6,1,0,1,9,2,9,9,1,0,9,2
"904069",2007,9,2,0,9,9,3,0,2,9,0,0,364
"351060",2002,12,1,1,9,9,1,0,2,9,1,0,12
"543568",2004,7,1,1,2,1,2,0,2,3,0,0,28
"1084964",2009,6,9,0,1,9,2,0,1,9,0,0,16
"1054235",2009,5,1,0,1,9,2,0,1,3,1,0,4
"20437",2000,5,1,0,0,1,3,1,2,2,0,0,19
"1012390",2008,9,5,1,9,9,9,9,2,3,0,0,1
"728846",2006,4,1,0,9,4,9,0,1,1,0,0,863
"123567",2001,4,1,0,1,9,2,0,1,3,0,0,46
"833071.1",2007,4,1,0,9,4,9,0,1,1,0,0,695
"119234",2001,3,1,1,9,9,9,9,1,9,9,9,1
"832901",2007,4,1,0,9,3,9,0,1,2,0,0,168
"1111177",2009,8,9,0,9,9,3,1,2,9,0,0,93
"706265",2005,11,1,0,9,9,2,0,2,9,1,0,588
"446974",2003,9,1,1,9,9,2,1,2,1,0,9,3
"1020767",2008,10,6,0,9,4,3,0,2,1,1,0,1
"308388",2002,8,1,0,0,1,3,0,2,1,0,0,50
"185516",2001,7,9,0,1,1,4,0,2,9,0,0,5
"1043436",2009,4,1,0,2,9,2,0,1,1,0,0,51
"67260",2000,7,6,0,1,2,4,1,2,9,0,0,1
"821157",2006,12,9,0,9,9,2,0,2,9,0,0,172
"726559",2006,4,1,0,0,9,9,0,9,9,9,0,3
"125880.1",2001,4,1,0,9,9,2,0,9,9,0,9,776
"856273",2007,6,1,0,0,4,9,0,9,9,0,0,2
"280946",2002,6,1,1,1,1,3,0,1,3,0,0,4
"175932",2001,7,1,0,2,4,1,1,2,2,0,0,5
"199367",2001,9,1,0,2,1,2,0,2,3,1,0,20
"554883",2004,8,1,0,2,4,2,0,2,3,0,0,15
"587079",2004,11,1,0,9,9,9,9,2,9,9,9,317
"522853",2004,6,1,0,9,9,2,0,3,9,9,0,1
"660787",2005,7,1,0,2,1,3,0,2,1,0,0,81
"1007330",2008,9,1,0,9,9,9,0,2,1,0,0,217
"468481",2003,11,9,0,9,9,4,0,2,9,0,0,16
"323374",2002,9,1,0,9,9,2,1,2,9,1,1,19
"878034.1",2007,7,1,0,9,9,3,0,2,9,0,0,1777
"939284",2008,4,1,0,9,9,3,9,9,9,0,0,498
"391817",2003,5,5,0,9,9,9,0,9,9,0,0,55
"245678",2002,4,1,0,9,9,9,9,9,9,0,9,178
"8874",2000,4,1,0,0,9,3,0,1,9,1,0,49
"308128.2",2002,7,9,9,9,9,9,9,2,9,9,9,3637
"82661",2000,9,1,0,9,9,9,1,2,9,1,0,157
"348226",2002,12,1,0,1,0,9,0,2,2,1,0,1
"646205",2005,6,1,1,1,9,3,0,1,9,1,0,22
"112798",2000,13,1,9,9,9,1,0,2,9,0,9,68
"33845",2000,5,5,0,9,9,9,1,2,9,0,0,39
"23755",2000,5,1,0,2,4,2,0,2,2,1,1,2
"356209",2002,13,9,0,2,1,2,0,2,9,1,1,2
"811580",2006,11,1,0,2,3,2,0,2,2,1,0,3
"1134911",2009,11,3,0,9,9,2,9,2,1,0,0,2
"796414",2006,9,1,1,0,1,2,0,2,2,0,0,24
"1042741",2009,4,1,0,1,9,9,0,1,9,1,0,25
"589625",2004,11,3,0,9,4,9,9,2,9,0,0,11
"239311",2002,3,2,1,9,9,4,1,2,3,0,0,1
"1076864",2009,6,1,1,9,9,2,0,2,1,0,0,18
"741039",2006,5,1,0,9,9,1,0,1,9,0,0,101
"1004912",2008,9,1,0,1,1,2,9,2,2,0,0,10
"1025423",2008,11,1,1,9,9,2,0,2,2,1,1,12
"728996",2006,4,1,0,9,9,2,0,9,9,0,0,545
"704442",2005,11,1,0,1,1,3,0,2,1,0,0,67
"509369",2004,5,3,0,9,9,3,0,9,2,0,0,5
"909470",2007,10,1,0,2,1,3,0,2,1,1,0,22
"539196",2004,7,1,0,1,2,2,1,2,1,0,0,22
"1038752",2009,3,1,0,9,9,9,0,1,9,0,0,354
"216557",2001,10,9,0,9,9,1,1,2,9,1,1,2
"102520",2000,11,1,1,9,9,9,1,2,9,0,0,36
"11240",2000,4,1,0,9,2,2,0,1,1,0,0,69
"460756",2003,10,9,0,9,9,2,1,2,1,0,0,8
"793874",2006,9,1,0,1,0,3,1,2,1,1,0,6
"140719.2",2001,5,1,0,9,9,3,0,1,9,0,0,2189
"383016.2",2003,5,1,0,9,9,9,9,9,9,9,9,2207
"856646",2007,6,1,0,1,0,2,0,2,2,0,0,24
"1135989",2009,11,6,0,9,9,9,9,2,9,0,1,2
"634280",2005,5,5,0,9,9,4,0,1,1,0,0,15
"488610",2004,4,1,0,9,9,2,0,1,2,0,0,276
"140066",2001,5,1,0,9,3,9,0,9,9,1,1,2
"335825",2002,10,1,9,9,9,9,9,2,9,9,9,51
"69641",2000,8,1,0,1,1,2,1,2,3,0,0,51
"804391",2006,10,1,0,9,0,9,0,2,3,0,0,4
"223861",2001,11,5,1,9,9,9,1,2,1,0,9,1
"1101385",2009,8,1,0,2,0,4,0,2,9,0,0,3
"217684",2001,11,1,0,1,1,2,1,2,1,1,0,15
"1107928",2009,8,3,1,0,9,2,0,2,1,1,0,2
"245490",2002,4,1,0,9,9,4,0,1,9,0,9,118
"540169",2004,7,1,0,2,1,3,0,2,1,0,0,118
"418669",2003,7,1,0,2,2,2,0,2,9,0,0,66
"139609",2001,5,1,0,9,1,4,0,9,1,1,0,5
"910533.1",2007,10,1,0,9,9,3,0,2,9,1,0,549
"335470",2002,10,1,1,9,9,3,9,2,9,1,1,5
"302128.1",2002,7,2,0,9,9,3,1,2,9,0,0,181
"461654",2003,11,1,0,1,0,2,0,2,4,0,0,8
"1009371",2008,9,1,1,9,9,9,9,2,4,1,0,2
"276522",2002,6,1,0,2,1,3,0,2,2,1,0,16
"678514",2005,8,1,1,9,9,2,0,2,3,0,0,24
"690731",2005,9,2,1,9,9,2,1,2,9,1,1,1
"501643",2004,5,1,0,2,4,9,0,1,9,0,0,6
"844020",2007,5,1,0,2,4,2,0,3,4,0,0,5
"723143",2006,3,1,0,9,9,2,0,1,3,0,0,24
"840560",2007,4,9,9,9,9,9,9,9,9,9,9,117
"177427",2001,7,1,0,9,9,9,9,2,9,9,9,1303
"189816.1",2001,8,1,0,9,9,3,1,2,9,1,9,431
"300881",2002,7,1,1,9,9,2,9,2,9,1,1,4
"35344",2000,5,9,0,0,1,3,0,1,9,0,0,5
"488918",2004,4,1,0,9,9,3,9,9,9,9,9,24
"956564.1",2008,5,3,0,9,9,9,9,9,9,0,0,466
"515560.4",2004,5,9,9,9,9,9,9,9,9,9,9,6871
"1060791",2009,5,2,0,9,9,9,1,2,9,0,0,3
"298077",2002,7,1,0,9,4,2,0,2,2,1,0,8
"728985.1",2006,4,1,0,9,9,2,0,3,9,0,0,153
"779666",2006,7,5,0,9,0,2,0,2,1,0,0,4
"203727",2001,9,2,1,9,9,2,0,2,9,0,9,38
"993226",2008,8,1,0,1,0,9,0,2,9,0,0,50
"238444",2002,3,1,1,9,4,9,0,1,9,0,0,95
"169089",2001,6,5,0,9,0,3,0,9,3,0,0,9
"1059392",2009,5,1,1,9,9,3,0,1,2,1,0,8
"401765.1",2003,6,1,0,9,9,3,0,9,1,0,9,57
"392597",2003,5,5,9,2,1,2,0,1,9,0,9,2
"893028",2007,8,1,1,9,9,9,9,2,1,0,0,6
"40722",2000,6,1,0,2,1,9,0,2,1,0,0,9
"446968.1",2003,9,1,1,9,9,2,0,2,9,1,0,146
"47661",2000,6,1,9,9,9,3,1,2,9,1,1,19
"761563",2006,6,1,9,9,9,1,9,9,9,9,9,7
"769519",2006,7,1,0,0,0,2,0,2,2,1,0,11
"844226",2007,5,1,0,2,9,2,0,1,2,0,0,35
"252390",2002,4,5,1,1,9,3,0,1,1,0,0,1
"1032549",2008,12,9,0,9,3,2,0,2,9,0,0,39
"19743",2000,4,9,0,9,9,3,0,9,9,9,9,458
"189001",2001,8,1,0,9,1,2,0,2,3,0,0,22
"125019",2001,4,1,0,9,0,4,0,3,1,0,0,1
"264715",2002,5,2,0,9,9,2,0,9,9,0,9,142
"260202",2002,5,1,0,9,9,2,1,2,9,0,0,829
"585336",2004,11,1,0,1,4,3,0,2,1,0,0,12
"311980.1",2002,8,1,0,9,9,3,1,2,9,0,0,1128
"244184",2002,4,1,0,2,9,3,0,1,9,0,0,214
"863111",2007,6,1,1,1,2,3,0,1,3,1,0,1
"279690",2002,6,1,0,9,9,3,0,1,9,0,0,2012
"676206",2005,8,1,0,9,9,2,0,2,3,0,0,155
"967137",2008,6,1,0,9,9,1,0,9,9,0,0,122
"382908",2003,5,1,0,9,9,9,0,1,9,0,0,1460
"293755",2002,6,9,0,9,9,3,1,2,9,0,0,150
"908028",2007,10,1,0,0,1,9,0,2,9,0,0,22
"972880",2008,6,3,0,0,9,3,0,9,1,0,0,6
"609220",2005,4,1,0,1,3,2,9,1,1,1,0,1
"1044248",2009,4,1,0,9,9,2,0,1,1,0,0,194
"993543",2008,8,1,0,1,2,2,0,2,4,1,0,7
"541685",2004,7,1,0,9,4,2,0,2,1,1,1,15
"934999",2008,3,3,0,9,9,9,9,9,9,0,0,103
"1104382",2009,8,1,1,1,4,4,0,2,1,0,0,16
"122448",2001,4,1,0,0,4,3,0,1,1,0,0,136
"103545",2000,11,3,0,9,9,3,0,2,9,0,0,3
"775740",2006,7,1,1,9,4,2,9,2,9,0,0,34
"120815",2001,3,5,0,9,4,3,0,1,4,0,0,3
"365741",2003,4,1,0,1,9,3,0,1,9,1,1,7
"62816.1",2000,7,1,9,9,9,3,1,2,9,0,9,2453
"648731",2005,6,1,9,9,9,2,0,3,9,0,9,4
"845505",2007,5,1,0,9,9,3,0,1,1,0,0,380
"260378",2002,5,1,0,9,9,3,1,2,9,9,9,53
"298568",2002,7,1,0,9,9,9,0,2,1,0,0,337
"134875.6",2001,4,9,9,9,9,9,9,9,9,9,9,7176
"537807.7",2004,6,9,9,9,9,9,9,9,9,9,9,5518
"622834.2",2005,5,1,0,1,9,4,0,1,9,0,0,192
"344353",2002,11,1,1,9,9,3,0,2,1,0,0,17
"455282",2003,10,1,0,9,9,9,9,2,2,1,1,9
"187921",2001,8,1,0,2,0,2,0,2,3,0,0,40
"257138",2002,5,1,0,1,9,3,9,3,3,1,9,1
"1013329",2008,9,9,0,9,9,3,0,2,9,1,1,34
"112730",2000,13,1,1,9,9,9,0,2,1,0,0,9
"488782",2004,4,1,0,9,9,3,0,1,3,0,0,119
"757827",2006,6,1,1,0,0,2,0,3,1,0,0,1
"8443",2000,4,1,0,0,1,3,0,1,2,0,0,64
"990076",2008,7,5,0,9,9,3,9,2,9,0,0,33
"909796",2007,10,1,0,2,4,2,0,2,2,0,0,11
"117252",2001,3,1,0,1,9,3,0,3,2,1,0,1
"861698.1",2007,6,1,0,9,9,2,1,2,9,0,0,345
"299103",2002,7,1,1,1,0,2,0,2,3,0,0,15
"648016",2005,6,1,1,9,9,3,0,2,1,0,9,3
"29996",2000,5,2,9,9,9,2,0,3,9,0,9,190
"987164",2008,7,3,0,0,2,2,0,2,1,0,0,42
"264090",2002,5,1,9,9,9,9,9,9,9,9,9,286
"627189",2005,5,1,1,1,9,4,0,1,9,1,1,3
"189789.2",2001,8,1,0,9,9,3,0,2,9,0,9,484
"1122867",2009,10,1,0,1,2,1,0,2,9,1,1,2
"25655.1",2000,5,1,0,9,9,3,0,1,9,0,9,647
"195719",2001,8,5,0,9,9,2,1,2,1,0,0,56
"592166",2004,12,1,0,0,2,2,0,2,1,0,0,34
"860033",2007,6,1,0,2,4,3,0,2,2,1,0,9
"691561",2005,9,3,0,9,9,9,9,2,9,0,9,78
"388181",2003,5,3,0,9,3,3,0,1,1,0,0,30
"455235",2003,10,1,0,9,9,9,0,2,1,0,0,206
"207143",2001,9,9,0,1,1,1,0,2,9,1,0,5
"189892",2001,8,1,0,9,9,9,1,2,2,0,0,158
"636721",2005,5,9,0,9,9,9,0,9,9,0,0,544
"17355",2000,4,5,0,9,3,3,0,1,1,0,0,39
"125857",2001,4,1,0,9,9,2,0,3,9,0,0,177
"61054",2000,7,1,1,1,2,2,1,2,4,0,0,3
"514855",2004,5,9,0,9,2,2,0,9,9,0,0,138
"1013786",2008,10,1,0,0,1,2,0,2,9,0,0,72
"94536",2000,10,2,0,9,4,9,0,2,9,0,0,9
"1023973",2008,11,1,0,9,9,3,0,2,9,0,0,668
"611542",2005,4,1,0,9,9,2,0,3,9,0,0,241
"602396",2005,2,1,1,2,3,3,0,1,1,0,0,1
"757404",2006,6,1,0,9,9,2,0,2,9,0,0,545
"440024",2003,8,5,0,9,9,9,1,2,2,0,0,28
"882870",2007,7,3,0,9,9,3,0,2,1,0,0,212
"859034",2007,6,1,0,2,1,2,0,2,4,0,0,26
"125970.2",2001,4,1,0,9,9,3,0,1,9,0,0,2833
"394354.5",2003,5,9,9,9,9,9,9,9,9,9,9,6138
"729241",2006,4,1,0,9,9,9,0,9,9,0,0,730
"556286",2004,8,1,0,9,9,9,9,2,9,9,9,1074
"324847",2002,9,1,1,9,0,2,0,2,1,1,0,3
"151867",2001,5,9,0,9,9,3,0,9,9,1,1,22
"541990",2004,7,1,0,9,9,2,0,2,9,0,0,3145
"785613",2006,8,1,0,9,4,3,9,2,9,0,9,10
"916488",2007,11,1,0,1,1,3,0,2,1,1,0,30
"773582",2006,7,1,0,9,9,9,0,2,1,1,1,45
"684197",2005,8,9,0,9,9,2,0,2,9,1,1,47
"169546",2001,6,5,0,9,3,2,0,9,1,0,0,16
"47008",2000,6,1,1,9,9,3,0,9,9,1,9,33
"1090031",2009,7,1,0,9,9,3,0,2,9,1,0,492
"489130.3",2004,4,1,0,9,9,9,9,9,9,9,9,1105
"241095",2002,3,9,0,0,9,3,0,1,9,1,0,3
"377135",2003,5,1,0,0,1,3,0,1,2,0,0,68
"181046",2001,7,3,0,0,2,4,0,2,1,1,1,1
"914992",2007,10,6,0,9,9,9,9,2,2,0,0,1
"676220",2005,8,1,0,9,9,2,0,2,9,1,0,980
"160254",2001,6,1,1,0,3,3,0,3,1,0,0,1
"799399",2006,9,3,0,9,3,9,9,2,1,0,0,4
"273616",2002,6,1,0,0,4,9,1,2,1,0,0,10
"1009240",2008,9,1,1,9,9,2,0,2,4,1,1,2
"860527",2007,6,1,0,9,0,2,0,1,1,0,0,5
"461104",2003,11,1,0,0,1,1,0,2,1,0,0,10
"70366",2000,8,1,0,2,0,3,1,2,2,1,0,9
"783713",2006,8,1,0,1,3,3,9,2,9,1,9,3
"264716",2002,5,2,0,9,9,2,0,9,9,1,0,4
"558898",2004,8,2,0,1,0,9,0,2,9,0,0,2
"978684",2008,6,9,0,9,1,3,0,1,9,0,0,4
"647504",2005,6,1,1,9,3,3,0,9,1,1,0,3
"6277",2000,3,3,0,9,4,9,0,1,9,1,0,24
"897948",2007,8,9,0,9,9,3,0,2,9,0,1,6
"189711.1",2001,8,1,0,9,9,2,0,2,9,0,0,1029
"662574",2005,7,1,0,9,9,2,9,2,9,0,0,102
"982835",2008,7,1,0,9,3,1,0,2,1,0,0,24
"1141170",2009,12,9,0,9,9,3,9,2,9,0,0,27
"811950",2006,11,1,0,9,2,2,9,2,9,0,0,33
"814119",2006,11,2,0,9,9,3,0,2,9,1,0,49
"284429",2002,6,1,9,9,9,9,9,9,2,9,9,250
"401623.1",2003,6,1,0,9,9,2,1,2,9,0,0,1084
"84636",2000,9,1,9,9,9,9,9,2,1,9,9,440
"657874",2005,6,9,0,9,9,2,0,9,9,0,0,394
"773250",2006,7,1,0,9,4,3,0,2,1,0,0,81
"789794",2006,8,3,0,9,4,9,0,2,1,0,0,89
"726268",2006,4,1,0,0,4,3,0,1,1,1,0,15
"280070.1",2002,6,1,0,9,9,9,9,9,9,9,9,2132
"335514",2002,10,1,1,9,9,9,1,2,1,1,0,24
"515560.5",2004,5,9,9,9,9,9,9,9,9,9,9,6871
"406486.1",2003,6,1,9,9,9,9,9,9,9,9,9,357
"951266.1",2008,5,1,0,9,9,3,9,9,9,0,0,932
"608522",2005,4,1,0,0,9,2,0,1,9,0,0,137
"20157.3",2000,4,9,9,9,9,9,9,9,9,9,9,6635
"736138",2006,4,9,9,9,9,2,9,9,9,0,0,406
"619936",2005,4,9,0,9,9,9,9,9,9,9,0,39
"833563",2007,4,1,0,9,9,9,9,9,9,0,9,26
"741412",2006,5,1,0,9,9,9,0,3,9,1,1,5
"274751",2002,6,1,0,1,2,3,0,2,1,1,0,18
"615792",2005,4,3,0,9,9,9,0,1,9,0,9,8
"845739",2007,5,1,0,9,9,9,0,3,9,0,0,77
"152867",2001,6,1,0,0,2,2,0,2,1,0,0,20
"394900",2003,6,1,0,0,1,9,0,2,1,1,0,5
"502714",2004,5,1,0,9,3,9,0,1,9,0,0,269
"918117",2007,11,1,0,9,9,2,0,2,9,1,0,439
"773515.1",2006,7,1,0,9,9,3,0,2,9,0,0,1497
"11139.1",2000,4,1,0,9,1,3,0,1,1,0,0,119
"1044417",2009,4,1,0,9,9,3,0,9,9,0,0,1173
"684127",2005,8,9,0,9,3,3,0,2,9,1,0,4
"918541",2007,11,1,1,0,4,2,9,2,3,0,0,1
"417231",2003,7,1,0,1,1,2,1,2,1,0,0,39
"323531",2002,9,1,0,9,9,9,0,2,2,1,1,47
"939128",2008,4,1,0,9,9,2,0,9,9,0,0,641
"785721.1",2006,8,1,0,9,9,1,0,2,9,0,0,293
"877985",2007,7,1,0,9,9,2,1,2,2,0,0,40
"405553",2003,6,1,1,9,9,3,0,1,9,1,0,61
"325469",2002,9,1,1,9,9,9,9,2,9,1,9,50
"1099266",2009,8,1,0,0,1,1,0,2,2,0,0,23
"173073",2001,6,9,1,9,9,9,0,9,1,1,0,2
"1042516",2009,4,1,0,1,9,2,0,1,4,0,0,11
"160043",2001,6,1,1,0,1,3,0,1,9,0,0,3
"775918",2006,7,1,1,9,9,3,0,2,9,1,0,97
"15983.1",2000,4,3,1,9,9,9,0,1,9,0,0,49
"74245",2000,8,1,9,9,9,4,1,2,9,0,9,239
"884090",2007,7,5,0,1,9,2,0,2,1,0,0,5
"14239.3",2000,4,1,9,9,9,3,0,9,9,0,9,1651
"882932",2007,7,3,0,9,9,9,0,2,2,0,0,150
"420250.1",2003,7,1,0,9,9,2,0,2,1,0,0,504
"185797",2001,7,9,0,9,9,2,0,2,9,9,9,224
"298381",2002,7,1,0,9,9,2,1,2,1,0,9,50
"794962",2006,9,1,0,2,1,3,0,2,1,1,0,28
"830546",2007,4,1,0,0,4,3,0,1,1,0,0,68
"845565.5",2007,5,1,0,9,9,3,0,9,9,0,0,1090
"557004",2004,8,1,1,1,2,4,0,2,1,0,0,6
"1040010",2009,3,3,0,9,9,9,9,9,9,0,0,89
"180138.1",2001,7,1,9,9,9,9,9,2,2,9,9,268
"322416",2002,9,1,0,2,9,3,1,2,9,1,0,2
"419962",2003,7,1,0,9,4,2,0,2,1,1,0,21
"678189",2005,8,1,1,9,1,9,0,2,2,1,0,2
"8863",2000,4,1,0,0,9,3,0,1,1,0,0,181
"266244",2002,5,3,0,9,4,9,0,1,2,0,0,28
"274374",2002,6,1,0,1,1,3,0,3,2,0,0,10
"1047109",2009,4,2,0,9,9,9,0,9,9,0,0,151
"890011",2007,8,1,0,9,1,2,9,2,9,0,0,155
"665685",2005,7,2,0,0,4,3,0,2,1,1,0,1
"1051451",2009,4,9,0,9,9,2,0,9,9,9,9,143
"655822",2005,6,5,1,9,4,2,0,1,1,0,0,1
"960728",2008,5,9,9,9,9,3,9,9,9,9,9,203
"625999.2",2005,5,1,0,9,9,9,0,9,1,0,0,432
