"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"957578",2008,5,5,0,1,4,2,0,3,4,0,0,1
"198538",2001,9,1,0,1,1,2,1,2,4,0,0,17
"339918",2002,11,1,0,0,1,2,0,2,3,0,0,24
"260112",2002,5,1,0,9,9,2,0,1,9,0,0,2326
"47606",2000,6,1,9,9,9,2,1,2,9,0,9,2073
"894882",2007,8,3,0,9,4,9,9,2,9,1,0,6
"621590",2005,5,1,0,1,1,2,0,1,2,0,0,73
"623211",2005,5,1,0,2,1,2,0,1,1,0,0,50
"330420.1",2002,9,9,9,9,9,9,9,2,9,9,9,1209
"1089991",2009,7,1,0,9,9,2,9,2,1,0,0,9
"260556.2",2002,5,1,0,9,9,9,0,1,9,0,0,1610
"231403",2001,13,1,0,9,9,2,1,2,9,0,0,35
"465335",2003,11,1,1,9,4,9,0,2,3,0,0,3
"814088",2006,11,2,0,9,9,1,0,2,9,1,0,14
"90828",2000,10,1,0,2,1,2,9,2,2,1,0,7
"279606.1",2002,6,1,0,9,9,2,1,2,9,0,0,1568
"556040.1",2004,8,1,0,9,9,2,0,2,9,0,0,2604
"659028",2005,7,1,0,0,4,2,0,2,1,0,0,35
"367662",2003,4,1,0,9,4,9,0,9,3,0,0,13
"1100306",2009,8,1,0,1,1,3,0,2,2,1,0,36
"931581",2008,2,1,0,9,9,2,0,1,9,9,9,28
"764209",2006,6,3,0,9,4,9,0,1,1,0,0,92
"537427",2004,6,9,0,9,9,9,9,9,9,9,9,1132
"164000.1",2001,6,1,9,9,9,9,9,9,1,9,9,595
"333509",2002,10,1,0,9,9,1,9,2,9,0,9,11
"155929",2001,6,1,0,2,0,2,1,2,9,0,0,44
"626739",2005,5,1,1,1,2,2,0,1,2,0,0,13
"781878",2006,7,9,0,9,9,9,0,2,9,0,0,355
"77526",2000,8,5,0,9,9,9,0,2,9,0,0,53
"639326",2005,6,1,0,1,2,2,0,1,3,0,0,28
"919723",2007,11,1,1,9,9,4,0,2,9,1,0,9
"259938",2002,5,1,0,9,4,9,0,9,1,0,0,118
"552498",2004,8,1,0,0,1,3,0,2,2,0,0,39
"47590",2000,6,1,9,9,9,2,0,3,9,0,9,450
"878110",2007,7,1,0,9,9,9,0,2,3,1,1,11
"754523",2006,6,1,0,2,0,3,0,2,2,0,0,11
"499485",2004,5,1,0,1,2,3,0,1,1,1,0,65
"942680",2008,4,3,0,9,4,3,0,1,1,0,0,174
"560886",2004,8,4,0,9,1,9,0,2,4,0,0,5
"634615",2005,5,5,1,9,0,2,1,2,9,0,0,3
"711372",2005,12,1,0,0,1,3,0,2,9,0,0,19
"251030",2002,4,5,0,1,9,3,0,1,9,0,0,10
"189711",2001,8,1,0,9,9,2,0,2,9,0,0,1029
"401626",2003,6,1,0,9,9,2,1,2,9,1,0,268
"1051514",2009,4,9,0,9,9,3,0,9,9,1,0,40
"50785",2000,6,3,9,9,9,9,0,3,9,0,9,1
"619320",2005,4,6,1,2,2,1,0,1,4,0,0,1
"771298",2006,7,1,0,1,4,3,0,2,1,0,0,147
"501162",2004,5,1,0,2,2,4,0,3,3,0,0,1
"907407",2007,9,9,0,9,9,1,0,2,9,0,0,72
"269766",2002,5,5,0,9,9,9,9,9,1,0,9,26
"68721",2000,7,9,9,9,9,9,9,2,9,9,9,2887
"846655",2007,5,1,1,1,4,4,0,1,1,0,0,22
"978859",2008,6,9,0,9,9,2,0,1,9,9,9,201
"497782.1",2004,4,9,9,9,9,9,9,9,9,9,9,8771
"1109430",2009,8,5,0,9,9,3,0,2,9,0,0,35
"579744",2004,10,1,1,9,9,2,0,2,1,0,9,18
"497780",2004,4,9,9,9,9,9,9,9,9,9,0,138
"541229",2004,7,1,0,9,1,3,0,2,1,0,0,38
"311952",2002,8,1,0,9,9,3,0,2,9,0,0,1336
"657990",2005,6,9,0,9,9,9,0,9,9,0,0,532
"243635",2002,4,1,0,2,2,2,0,1,3,0,0,68
"918118",2007,11,1,0,9,9,2,0,2,9,1,1,216
"972093",2008,6,2,0,9,9,3,0,9,9,0,0,210
"151552",2001,5,9,0,1,9,2,1,2,9,0,0,24
"577972",2004,10,1,0,9,9,2,0,2,9,1,1,305
"431733",2003,8,1,0,1,9,2,0,2,2,1,0,6
"609563",2005,4,1,0,1,9,2,9,9,3,1,9,3
"1094255",2009,7,3,0,1,3,2,0,2,2,0,0,11
"662529",2005,7,1,0,9,9,2,0,2,9,0,0,3167
"1053076",2009,5,1,0,1,0,1,0,1,4,0,0,6
"142845",2001,5,1,1,9,0,2,9,9,1,0,0,1
"373911",2003,4,5,0,9,0,4,1,2,3,0,0,1
"299249",2002,7,1,1,1,1,2,1,2,3,0,0,5
"279444",2002,6,1,0,9,9,1,1,2,1,0,0,19
"852196",2007,5,5,0,2,0,2,0,3,9,0,0,1
"755369",2006,6,1,0,2,3,2,0,1,2,1,0,5
"477212",2003,13,9,0,0,9,3,0,2,9,1,0,2
"637826",2005,6,1,0,0,3,2,0,1,1,1,0,8
"687048",2005,9,1,0,9,0,2,0,2,2,0,0,24
"468509",2003,11,9,0,9,9,9,9,2,9,1,9,42
"770051",2006,7,1,0,0,3,3,0,2,9,0,0,34
"105581",2000,11,9,0,9,9,9,9,2,9,9,0,112
"330131",2002,9,9,0,9,9,2,0,2,9,0,0,217
"1078838",2009,6,3,0,0,1,2,0,9,2,0,0,5
"804815",2006,10,1,0,9,9,2,0,2,9,1,0,731
"939204",2008,4,1,0,9,9,3,0,2,1,1,0,3
"201001",2001,9,1,0,9,9,9,0,2,2,0,0,93
"967525",2008,6,1,0,9,9,9,0,2,3,0,0,25
"535474",2004,6,5,9,9,9,9,9,9,2,0,9,17
"376595",2003,4,9,0,9,9,3,0,3,9,0,0,38
"1090122",2009,7,1,0,9,9,9,0,2,9,0,0,627
"157838",2001,6,1,0,9,0,3,1,2,2,0,0,31
"26673",2000,5,1,1,1,2,2,0,2,3,0,0,2
"1027476",2008,11,6,0,9,3,9,0,2,1,1,0,1
"816375",2006,11,9,1,9,9,9,0,2,9,1,0,7
"455068",2003,10,1,0,9,9,2,0,2,9,1,0,990
"189870",2001,8,1,0,9,9,9,0,2,2,0,0,96
"920775",2007,11,3,0,9,9,9,9,2,9,1,0,21
"723192",2006,3,1,0,9,9,3,0,1,9,0,0,684
"907669",2007,9,9,1,9,9,2,9,2,9,0,0,30
"338864",2002,10,5,9,9,9,9,9,2,2,9,9,129
"586860",2004,11,1,0,9,9,2,0,2,9,0,0,1694
"195299",2001,8,5,0,9,1,2,0,2,1,0,0,27
"210788",2001,10,1,0,9,9,2,0,2,9,0,9,1049
"342859",2002,11,1,0,9,9,9,9,2,3,9,9,9
"109069",2000,12,1,9,9,9,9,1,2,9,0,9,5
"420444",2003,7,1,0,9,9,4,1,2,9,0,0,115
"1126416",2009,10,1,1,9,9,2,0,2,9,9,9,99
"551906",2004,7,9,0,9,9,9,1,2,1,0,0,13
"544627",2004,7,1,1,9,9,3,0,2,9,9,0,5
"250257",2002,4,3,9,9,9,9,9,9,9,0,0,285
"660807",2005,7,1,0,2,1,3,0,2,9,1,0,29
"144259",2001,5,1,9,9,9,3,0,9,9,0,9,461
"29981",2000,5,2,9,9,9,1,0,9,9,0,9,57
"901478.1",2007,9,1,0,9,9,2,0,2,9,0,0,1682
"127760.1",2001,4,1,1,9,9,2,0,1,9,0,0,105
"903456",2007,9,1,1,9,9,3,0,2,9,0,0,159
"1014605",2008,10,1,0,1,1,9,0,2,9,0,0,77
"475771",2003,13,1,1,0,2,1,0,2,2,1,0,2
"84232",2000,9,1,1,9,9,2,0,2,9,0,9,218
"785334",2006,8,1,0,9,2,3,9,2,9,0,0,30
"1103070",2009,8,1,0,9,9,2,0,2,9,0,0,1692
"1087554",2009,7,1,0,1,3,9,1,2,9,0,0,6
"82459",2000,9,1,0,9,9,2,1,2,2,0,0,29
"616210",2005,4,3,9,9,9,9,9,9,9,0,0,302
"774148",2006,7,1,1,1,0,1,0,2,2,1,0,2
"84572.1",2000,9,1,9,9,9,3,0,2,9,1,9,633
"109022",2000,12,1,9,9,9,2,1,2,9,1,9,60
"111062",2000,13,1,0,0,4,3,1,2,2,0,0,1
"1102999",2009,8,1,0,9,9,1,0,2,1,0,0,40
"610981",2005,4,1,0,9,1,9,0,1,2,0,0,14
"70621",2000,8,1,0,2,2,1,1,2,2,0,0,3
"146231",2001,5,3,0,9,3,9,9,9,9,0,0,18
"455168",2003,10,1,0,9,9,3,1,2,9,0,0,294
"523402",2004,6,1,0,9,9,9,9,9,9,9,9,2461
"175577",2001,7,1,0,2,1,9,0,2,1,1,0,8
"401710",2003,6,1,0,9,9,3,0,1,9,0,0,1709
"668406",2005,7,4,0,9,9,2,0,2,9,0,0,21
"160771",2001,6,1,1,1,1,4,0,1,1,1,0,1
"652167",2005,6,3,1,9,9,3,0,2,2,0,0,2
"908578",2007,10,1,0,1,1,1,0,2,1,0,0,22
"391807",2003,5,5,0,9,9,9,0,9,2,0,0,105
"503502",2004,5,1,0,9,9,3,0,9,9,0,0,775
"367782",2003,4,1,0,9,9,2,0,1,2,0,0,239
"522847",2004,6,1,0,9,9,2,0,3,9,0,0,594
"72294",2000,8,1,1,0,1,2,0,2,2,0,0,19
"1107775",2009,8,3,0,9,9,3,0,2,1,0,0,140
"937451",2008,4,1,0,1,9,2,9,9,4,1,9,3
"1068966",2009,6,1,0,1,2,2,0,2,2,0,0,36
"804700",2006,10,1,0,9,4,3,9,2,9,0,9,2
"25879.1",2000,5,1,0,9,9,9,0,1,9,0,0,1432
"371252",2003,4,2,0,9,9,3,0,9,9,0,0,146
"191773",2001,8,1,1,9,9,2,1,2,9,0,9,113
"30019",2000,5,2,9,9,9,3,0,1,9,1,9,128
"1004635",2008,9,1,0,1,0,1,0,2,2,0,0,25
"1032712",2008,12,9,1,9,1,3,0,2,9,0,0,5
"747076",2006,5,3,9,9,9,9,9,9,9,0,0,219
"733204",2006,4,3,9,9,9,4,9,9,9,0,9,18
"253618",2002,4,6,0,9,9,9,0,1,9,0,0,88
"598224",2004,13,1,0,1,3,2,0,2,9,0,0,7
"1073147",2009,6,1,0,9,4,9,0,1,2,0,0,57
"539476",2004,7,1,0,1,3,9,0,2,1,0,0,36
"992417",2008,8,1,0,0,1,2,9,2,2,1,1,2
"259113",2002,5,1,0,9,1,2,0,9,2,0,0,25
"1093476",2009,7,2,0,9,9,2,0,2,9,0,0,575
"983302",2008,7,1,0,9,9,1,1,2,9,0,0,33
"222084",2001,11,2,1,0,1,2,0,2,2,1,0,1
"1121302",2009,9,9,0,9,1,2,1,2,9,0,0,121
"904044",2007,9,2,0,9,9,2,0,2,9,1,1,72
"140485",2001,5,1,0,9,9,1,0,3,9,0,9,36
"775143",2006,7,1,1,2,2,2,0,2,9,0,0,5
"137357",2001,5,1,0,1,9,1,0,9,9,0,0,13
"1007201",2008,9,1,0,9,9,2,0,2,9,0,0,1799
"1018573",2008,10,2,1,1,1,3,0,2,3,1,0,1
"999205",2008,8,2,0,9,4,9,9,2,9,0,0,2
"4444",2000,3,1,0,9,9,2,9,1,9,0,9,16
"937457",2008,4,1,0,1,9,3,0,1,1,0,0,133
"681026",2005,8,4,0,9,0,2,0,2,2,0,9,1
"988243",2008,7,3,0,9,9,9,0,2,1,1,0,42
"427663",2003,7,5,0,9,9,3,1,2,1,1,0,27
"697770",2005,10,1,0,9,9,2,0,2,9,0,0,2063
"435785",2003,8,1,1,9,4,9,0,2,1,1,0,5
"455097",2003,10,1,0,9,9,2,1,2,9,1,0,189
"1078541",2009,6,2,1,2,4,9,9,9,9,0,9,1
"58308",2000,7,1,0,2,0,2,0,2,2,0,0,42
"26800",2000,5,1,1,1,3,3,0,1,1,0,0,52
"649741",2005,6,2,0,9,9,9,0,2,9,0,0,7
"419335",2003,7,1,0,9,0,3,0,2,1,0,0,27
"342626",2002,11,1,0,9,9,2,0,2,1,1,0,34
"82329",2000,9,1,0,9,4,9,1,2,9,0,0,99
"323226",2002,9,1,0,9,4,9,1,2,1,0,0,32
"1051547",2009,4,9,0,9,9,4,0,1,9,0,0,151
"464049",2003,11,1,1,0,1,2,0,2,2,0,0,24
"14239.1",2000,4,1,9,9,9,3,0,9,9,0,9,1651
"175904",2001,7,1,0,2,3,9,0,2,3,0,0,5
"293702",2002,6,9,0,9,9,2,1,2,9,1,0,42
"836465",2007,4,3,0,1,1,4,0,1,1,0,0,14
"631685",2005,5,3,1,9,0,3,0,1,1,0,0,3
"328805",2002,9,5,0,9,9,2,1,2,2,0,0,51
"974086",2008,6,3,0,9,9,2,9,1,1,0,0,1
"173196.2",2001,6,9,9,9,9,9,9,9,9,9,9,4972
"783172",2006,8,1,0,1,0,9,0,2,9,1,1,4
"14899",2000,4,2,1,2,1,4,0,1,1,0,0,1
"1125687",2009,10,1,1,2,0,1,0,2,3,1,0,3
"857051",2007,6,1,0,1,1,3,0,2,3,1,0,3
"1112947",2009,9,1,0,1,3,1,0,2,4,0,0,10
"960950",2008,6,1,0,0,1,1,0,2,3,0,0,3
"500277",2004,5,1,0,1,9,3,1,2,9,0,0,75
"920181",2007,11,2,1,9,9,2,0,2,9,0,0,20
"731696",2006,4,2,0,9,9,3,0,1,9,0,0,403
"956419",2008,5,3,0,9,9,3,9,9,9,0,0,122
"94165",2000,10,1,9,9,9,2,0,2,9,0,9,2006
"363886",2003,3,9,0,9,9,3,0,1,9,1,0,29
"508255",2004,5,2,9,0,0,2,0,1,4,0,0,1
"567771.1",2004,9,1,0,9,9,2,0,2,9,0,0,2533
"919696",2007,11,1,1,9,9,3,0,2,9,1,0,83
"1115008",2009,9,1,0,9,9,2,0,2,9,0,0,1460
"375806",2003,4,6,0,1,9,9,9,9,9,0,9,1
"497782.2",2004,4,9,9,9,9,9,9,9,9,9,9,8771
"741198",2006,5,1,0,9,9,3,0,1,1,1,1,17
"470819",2003,12,1,0,9,9,2,0,2,1,1,1,65
"433964",2003,8,1,0,9,9,9,9,2,9,1,1,98
"488790.1",2004,4,1,0,9,9,3,0,1,9,0,0,1683
"522794",2004,6,1,0,9,9,2,0,1,9,0,0,1503
"200845",2001,9,1,0,9,9,2,0,2,9,0,0,1077
"305336",2002,7,5,0,9,1,3,1,2,1,0,0,30
"49854",2000,6,3,0,9,3,3,0,3,2,1,0,1
"311844",2002,8,1,0,9,9,2,0,2,1,0,9,53
"140564",2001,5,1,0,9,9,2,0,1,9,0,0,1317
"489022",2004,4,1,0,9,9,9,0,1,9,0,0,751
"68721.1",2000,7,9,9,9,9,9,9,2,9,9,9,2887
"729090",2006,4,1,0,9,9,3,0,9,9,0,0,1031
"341543",2002,11,1,0,2,2,3,0,2,9,0,0,5
"945995",2008,4,9,0,9,9,3,0,9,9,9,9,205
"885091",2007,7,5,9,9,9,2,9,2,9,0,0,11
"125907",2001,4,1,0,9,9,2,9,1,2,0,9,4
"189741.1",2001,8,1,0,9,9,2,1,2,9,0,9,963
"1086745",2009,7,1,0,0,9,9,0,2,9,0,0,31
"237498",2002,3,1,0,9,9,2,0,1,9,0,9,354
"999496",2008,8,2,1,9,9,3,0,2,9,0,0,47
"1078234",2009,6,2,0,9,9,2,0,1,9,1,1,58
"514286",2004,5,6,0,9,9,3,0,3,1,0,9,1
"996008",2008,8,1,0,9,9,2,0,2,9,0,0,2066
"401519",2003,6,1,0,9,9,2,0,1,9,1,0,450
"41883",2000,6,1,0,9,0,4,0,3,1,0,0,2
"939094",2008,4,1,0,9,9,2,0,1,9,9,9,38
"796135",2006,9,1,0,9,9,2,0,2,9,0,0,1915
"420383",2003,7,1,0,9,9,3,1,2,9,0,0,983
"1062283",2009,5,3,0,9,9,3,0,1,1,0,0,196
"186157.1",2001,7,9,9,9,9,9,9,2,9,9,9,3141
"302072",2002,7,2,0,9,9,2,0,2,9,0,9,158
"272386",2002,6,1,0,0,0,2,0,9,9,0,0,19
"996057",2008,8,1,0,9,9,3,0,2,1,1,0,117
"47659",2000,6,1,9,9,9,3,1,2,9,0,9,2401
"1111738",2009,9,1,0,0,1,3,1,2,2,0,0,6
"14221.4",2000,4,1,9,9,9,3,0,1,9,0,9,2937
"833825",2007,4,1,1,0,9,9,0,1,9,1,0,2
"1117125",2009,9,1,1,9,9,1,0,2,2,0,0,22
"844118",2007,5,1,0,2,4,4,0,1,1,1,0,9
"648029",2005,6,1,1,9,9,3,0,2,9,1,0,25
"903871",2007,9,2,0,2,2,3,0,2,1,1,0,1
"310326",2002,8,1,0,2,1,3,1,2,9,0,0,24
"159576",2001,6,1,0,9,9,3,0,3,9,0,0,285
"518232",2004,6,1,0,1,3,2,0,9,9,0,0,31
"1094150",2009,7,3,0,1,0,3,0,2,2,0,0,4
"455807",2003,10,1,1,1,1,3,0,2,9,0,0,21
"927392",2007,12,9,1,9,1,3,0,2,9,0,0,9
"560170",2004,8,3,0,9,3,9,9,2,9,0,0,16
"497782.3",2004,4,9,9,9,9,9,9,9,9,9,9,8771
"873881",2007,6,9,1,9,9,2,0,9,9,1,0,46
"634424",2005,5,5,0,9,9,9,9,9,2,9,9,22
"703558",2005,10,9,1,9,9,2,0,2,9,0,0,57
"929791",2007,13,2,0,1,4,3,0,2,2,1,0,1
"685346",2005,9,1,0,1,0,2,1,2,3,0,0,10
"983490",2008,7,1,0,9,9,9,0,2,9,1,1,152
"25654",2000,5,1,0,9,9,3,0,1,9,0,0,195
"803815",2006,10,1,0,2,1,2,0,2,2,1,1,18
"500349",2004,5,1,0,1,9,4,0,1,4,0,0,3
"711089",2005,11,9,1,9,1,2,1,2,9,1,0,4
"326424",2002,9,2,1,9,9,2,1,2,9,1,0,5
"432054",2003,8,1,0,2,1,1,9,2,3,1,0,1
"813705",2006,11,1,1,9,9,2,0,2,9,0,0,237
"310020",2002,8,1,0,2,0,2,0,2,4,0,0,40
"172835",2001,6,9,0,9,9,9,9,9,9,9,0,106
"240370",2002,3,5,0,9,9,3,0,1,3,1,0,1
"214871",2001,10,5,0,1,9,9,0,2,2,1,1,1
"281079",2002,6,1,1,1,2,1,9,2,3,0,9,1
"318273",2002,8,5,0,9,9,9,0,2,9,0,0,55
"454654",2003,10,1,0,9,2,3,1,2,1,1,0,2
"351084",2002,12,1,1,9,9,2,0,2,2,0,0,12
"996008.1",2008,8,1,0,9,9,2,0,2,9,0,0,2066
"262995",2002,5,1,1,9,4,9,1,2,9,0,0,23
"740911",2006,5,1,0,9,4,9,0,1,2,0,0,237
"1043354",2009,4,1,0,2,4,3,9,9,4,1,0,1
"1086059",2009,7,1,0,0,1,3,0,2,3,0,0,13
"1141752",2009,13,1,0,1,1,3,0,2,1,1,1,6
"552261.1",2004,7,9,9,9,9,9,9,2,9,9,9,4054
"1103141",2009,8,1,0,9,9,3,1,2,1,1,0,37
"56486",2000,6,9,9,9,9,9,9,9,9,9,9,4735
"364411",2003,4,1,0,0,3,2,0,1,1,1,0,7
"500870",2004,5,1,0,2,1,3,1,2,1,0,0,11
"287031.1",2002,6,3,0,9,3,9,0,2,9,0,0,84
"341955",2002,11,1,0,9,1,1,0,2,2,1,0,3
"740085",2006,5,1,0,2,9,3,0,1,9,0,0,279
"956469",2008,5,3,0,9,9,4,9,9,9,0,0,30
"565176",2004,9,1,0,0,9,2,0,2,1,0,0,9
"241377",2002,3,9,9,9,9,9,9,9,9,9,9,3338
"833344",2007,4,1,0,9,9,3,0,9,1,0,0,15
"460981",2003,10,9,1,9,9,9,9,2,9,9,0,17
"239177",2002,3,2,0,9,9,3,9,3,9,0,0,2
"509560",2004,5,3,0,9,9,9,9,9,9,0,0,328
"951266",2008,5,1,0,9,9,3,9,9,9,0,0,932
"1129608",2009,10,9,0,9,1,2,0,2,9,0,0,162
"253531",2002,4,6,0,9,4,9,0,1,2,0,0,3
"1127295",2009,10,3,0,0,9,3,0,2,2,0,0,3
"99693",2000,11,1,0,2,2,2,0,2,1,0,0,37
"266118",2002,5,3,0,9,3,9,0,1,9,1,9,2
"488364",2004,4,1,0,9,4,3,0,1,2,0,0,83
"385219",2003,5,1,1,9,4,3,0,9,1,0,0,28
"1101009",2009,8,1,0,1,4,4,1,2,1,0,0,16
"212918",2001,10,1,9,9,4,9,1,2,9,1,0,3
"177297",2001,7,1,0,9,9,3,1,2,9,1,9,478
"497638",2004,4,9,1,9,9,2,0,9,9,9,0,2
"153192",2001,6,1,0,0,3,3,0,9,1,0,0,2
"537807.3",2004,6,9,9,9,9,9,9,9,9,9,9,5518
"91436",2000,10,1,0,9,1,2,0,2,2,0,0,53
"672085",2005,7,9,0,9,9,3,0,2,9,0,0,436
"489072",2004,4,1,0,9,9,9,1,2,9,0,0,63
"822360",2006,13,1,0,9,0,2,0,2,9,1,0,7
"871439",2007,6,5,0,9,9,9,9,9,9,0,9,9
"112552",2000,13,1,1,9,3,2,0,2,1,1,1,2
"453739",2003,10,1,0,2,1,2,0,2,3,0,0,63
"381942",2003,5,1,0,9,3,9,0,1,9,0,0,480
"899225.1",2007,9,1,0,1,1,2,0,2,1,0,0,114
"539700",2004,7,1,0,1,4,9,1,2,1,0,0,29
"938789",2008,4,1,0,9,3,9,0,1,1,1,0,65
"72829",2000,8,1,1,1,2,9,9,2,2,1,9,1
"804780",2006,10,1,0,9,9,1,0,2,9,0,0,220
"154259",2001,6,1,0,1,1,3,0,3,2,1,0,6
"1132443",2009,11,1,0,9,9,2,9,2,9,0,0,85
"303415",2002,7,3,0,9,9,3,9,2,9,0,9,15
"986739.2",2008,7,2,0,9,9,2,0,2,9,0,0,771
"567954",2004,9,1,0,9,9,9,0,2,9,0,0,235
"1102900",2009,8,1,0,9,4,3,9,2,9,1,0,42
"1098578",2009,7,9,0,9,1,2,1,2,9,0,0,44
"420494.1",2003,7,1,0,9,9,9,1,2,9,0,0,778
"503330",2004,5,1,0,9,9,2,0,9,9,0,0,576
"333741",2002,10,1,0,9,9,9,1,2,2,1,0,30
"56736",2000,7,1,0,0,1,3,1,2,2,0,0,74
"245601",2002,4,1,0,9,9,9,0,2,9,9,0,1
"260154",2002,5,1,0,9,9,2,0,3,9,1,0,154
"752240",2006,6,1,0,0,9,9,0,9,9,1,0,22
"501814",2004,5,1,0,2,9,3,0,1,3,0,0,22
"889863",2007,8,1,0,9,0,1,9,2,9,0,0,28
"11160",2000,4,1,0,9,1,3,0,3,2,1,1,1
"920419",2007,11,3,0,1,3,2,0,2,1,0,0,4
"1115805",2009,9,1,1,1,1,3,0,2,2,0,0,21
"928816",2007,13,1,0,9,9,2,0,2,9,1,1,90
"697717",2005,10,1,0,9,9,1,0,2,9,0,0,240
"298033",2002,7,1,0,9,3,9,9,2,9,9,9,128
"260190",2002,5,1,0,9,9,2,1,2,2,0,9,24
"837565",2007,4,3,9,9,9,9,0,9,1,0,0,3
"436902",2003,8,2,0,9,9,3,1,2,9,0,0,66
"625081",2005,5,1,0,9,3,9,0,1,1,0,0,604
"452816",2003,10,1,0,1,0,3,1,2,9,1,0,4
"159463",2001,6,1,0,9,9,2,1,2,2,0,9,38
"769455",2006,6,9,9,9,9,3,9,9,9,9,9,146
"696967",2005,10,1,0,2,4,9,0,2,2,0,0,2
"242555",2002,4,1,0,1,2,3,0,1,1,0,0,305
"741300",2006,5,1,0,9,9,3,9,9,9,1,0,171
"1096503",2009,7,5,0,9,0,2,0,2,9,1,0,9
"552261.2",2004,7,9,9,9,9,9,9,2,9,9,9,4054
"260671",2002,5,1,0,9,9,9,9,9,9,9,9,2312
"947682",2008,5,1,0,1,1,3,0,3,1,0,0,12
"746122.1",2006,5,3,0,9,3,9,0,1,1,0,0,456
"368927",2003,4,1,1,1,9,3,0,1,3,1,0,4
"1075122",2009,6,1,1,1,4,3,0,1,2,0,0,11
"924696",2007,12,1,1,0,4,2,0,2,2,1,1,1
"28845",2000,5,1,9,9,9,1,0,9,9,0,9,132
"890970",2007,8,1,1,0,2,3,0,2,1,1,0,13
"294193",2002,7,1,0,0,0,2,0,2,1,0,0,18
"971640",2008,6,2,0,9,0,1,0,2,4,0,0,4
"663810",2005,7,1,1,1,4,3,0,2,9,0,0,9
"811829",2006,11,1,0,9,0,9,0,2,1,0,0,12
"773333",2006,7,1,0,9,4,9,0,2,1,0,0,447
"955005",2008,5,2,1,9,9,2,0,1,9,9,9,25
"924394",2007,12,1,0,9,9,3,0,2,9,1,0,239
"901427",2007,9,1,0,9,9,1,0,2,3,0,0,46
"1034033",2008,13,1,0,9,9,2,0,2,9,0,0,271
"274214",2002,6,1,0,1,1,2,0,1,4,0,0,41
"1044253",2009,4,1,0,9,9,2,0,1,2,0,0,128
"729080",2006,4,1,0,9,9,3,0,3,9,0,0,133
"713368",2005,12,1,0,9,9,2,1,2,1,0,0,27
"634275",2005,5,5,0,9,9,3,9,9,9,1,0,14
"1051320",2009,4,9,0,9,3,4,0,1,9,0,0,48
"103171",2000,11,2,9,9,9,3,0,2,9,0,9,220
"447450",2003,9,1,9,9,9,9,9,2,1,9,9,368
"625648",2005,5,1,0,9,9,2,0,9,9,0,0,659
"1033131",2008,13,1,0,1,0,9,0,2,3,1,0,1
"757540",2006,6,1,0,9,9,3,0,9,9,0,0,483
"58735",2000,7,1,0,2,2,3,1,2,4,0,0,12
"1117174",2009,9,1,1,9,9,2,0,2,9,9,9,124
"825394",2007,2,1,0,9,9,3,0,1,9,0,0,122
"210813",2001,10,1,0,9,9,2,1,2,9,0,0,458
"305415",2002,7,5,0,9,2,2,1,2,1,0,0,24
"419637",2003,7,1,0,9,2,2,0,2,1,0,0,34
"311866",2002,8,1,0,9,9,2,0,2,9,0,9,352
"740615",2006,5,1,0,9,3,9,0,1,1,0,0,604
"144235",2001,5,1,9,9,9,2,1,2,9,0,9,8
"831798",2007,4,1,0,1,9,9,9,1,2,0,0,10
"974114",2008,6,3,0,9,9,3,0,1,1,0,0,127
"751854",2006,6,1,0,0,4,3,0,2,3,0,0,11
"950574",2008,5,1,0,9,3,9,0,1,1,0,0,278
"967195",2008,6,1,0,9,9,2,0,2,2,0,0,105
"785723",2006,8,1,0,9,9,1,0,2,9,1,0,95
"984806",2008,7,1,1,2,0,3,0,2,1,1,0,5
"433441",2003,8,1,0,9,4,2,0,2,2,1,0,9
"47679",2000,6,1,9,9,9,3,9,9,9,0,9,469
"445754",2003,9,1,1,1,1,1,0,2,3,0,0,5
"981717",2008,7,1,0,2,1,2,0,2,1,0,0,57
"10229",2000,4,1,0,2,1,2,0,1,4,1,0,6
"794659",2006,9,1,0,1,9,9,0,2,9,1,1,4
"1098607",2009,7,9,0,9,2,2,0,2,9,1,0,39
"242039",2002,4,1,0,0,9,3,0,1,9,0,0,227
"1069755",2009,6,1,0,1,4,3,9,2,3,0,0,1
"641045",2005,6,1,0,2,1,1,0,2,4,0,0,17
"328937",2002,9,5,0,9,9,9,9,2,1,0,9,8
"382641",2003,5,1,0,9,9,3,0,1,9,0,0,2352
"333543",2002,10,1,0,9,9,2,0,2,9,1,9,148
"931837",2008,2,1,1,9,9,2,0,1,9,0,0,19
"75492",2000,8,3,0,9,3,9,0,2,4,0,0,2
"260608",2002,5,1,0,9,9,9,1,2,1,0,0,189
"402099.1",2003,6,1,0,9,9,9,9,9,9,9,9,2315
"835884",2007,4,2,0,9,9,2,0,9,9,9,9,142
"677081",2005,8,1,1,1,1,4,0,2,1,1,0,7
"556095",2004,8,1,0,9,9,2,9,2,9,9,0,64
"310932",2002,8,1,0,9,0,2,0,2,1,0,0,42
"772320",2006,7,1,0,2,3,9,0,2,1,0,0,22
"159173",2001,6,1,0,9,4,9,0,2,9,0,0,105
"901565",2007,9,1,0,9,9,3,1,2,9,1,0,93
"911770",2007,10,1,1,2,3,1,1,2,3,0,0,1
"583771",2004,10,9,0,9,9,2,0,2,3,1,1,1
